post_id,creator_id,creator_location,creator_connections,creator_topic_interests,creator_format_preferences,creator_creator_preferences,creator_expertise_levels,content,timestamp,likes,comments,shares,avg_time_spent,topics,content_format,content_length,location,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound
p132,u232,"(13.3525,74.7417)","['u230', 'u234']","{'spice_grinding': 0.9, 'traditional_cooking': 0.8}","{'video': 0.8, 'image': 0.7}","{'u230': 0.9, 'u234': 0.7}","{'traditional_cooking': 0.8, 'spice_grinding': 0.9}","""Stone grinding fresh masala spices blend""",5/23/2025 11:55,148.0,33.0,21.0,37.2,"['spices', 'grinding', 'masala']",video,320.0,"(13.3525,74.7417)",0.86,0.02,0.12,0.83
p133,u233,"(22.9734,78.6569)","['u231', 'u235']","{'folk_dance': 0.8, 'cultural_heritage': 0.9}","{'video': 0.9, 'audio': 0.7}","{'u231': 0.8, 'u235': 0.8}","{'cultural_heritage': 0.9, 'folk_dance': 0.8}","""Traditional Gond tribal dance performance""",5/25/2025 19:25,189.0,43.0,31.0,48.6,"['dance', 'gond', 'tribal']",video,470.0,"(22.9734,78.6569)",0.9,0.01,0.09,0.88
p134,u234,"(18.1124,83.3501)","['u232', 'u236']","{'tribal_art': 0.9, 'wall_paintings': 0.8}","{'image': 0.8, 'video': 0.7}","{'u232': 0.8, 'u236': 0.7}","{'wall_paintings': 0.8, 'tribal_art': 0.9}","""Warli art depicting village life stories""",5/22/2025 13:20,156.0,35.0,23.0,41.4,"['warli', 'tribal', 'village']",image,300.0,"(18.1124,83.3501)",0.84,0.02,0.14,0.81
p135,u235,"(24.5854,93.9368)","['u233', 'u237']","{'tea_cultivation': 0.8, 'organic_farming': 0.9}","{'image': 0.8, 'video': 0.8}","{'u233': 0.7, 'u237': 0.8}","{'organic_farming': 0.9, 'tea_cultivation': 0.8}","""Hand-picked Assam tea leaves at sunrise""",5/24/2025 6:45,167.0,38.0,26.0,33.7,"['tea', 'assam', 'organic']",image,250.0,"(24.5854,93.9368)",0.88,0.01,0.11,0.86
p136,u236,"(16.7050,74.2433)","['u234', 'u238']","{'tabla_playing': 0.9, 'percussion': 0.8}","{'audio': 0.9, 'video': 0.8}","{'u234': 0.8, 'u238': 0.7}","{'percussion': 0.8, 'tabla_playing': 0.9}","""Complex tabla rhythm patterns demonstration""",5/23/2025 17:40,142.0,32.0,20.0,54.3,"['tabla', 'rhythm', 'percussion']",audio,590.0,"(16.7050,74.2433)",0.83,0.03,0.14,0.79
p137,u237,"(25.5941,85.1376)","['u235', 'u239']","{'handloom_weaving': 0.8, 'silk_production': 0.9}","{'video': 0.7, 'image': 0.8}","{'u235': 0.9, 'u239': 0.6}","{'silk_production': 0.9, 'handloom_weaving': 0.8}","""Weaving Tussar silk saree on traditional loom""",5/25/2025 12:15,174.0,40.0,28.0,39.8,"['silk', 'weaving', 'saree']",video,380.0,"(25.5941,85.1376)",0.85,0.02,0.13,0.82
p138,u238,"(20.7515,78.4772)","['u236', 'u240']","{'stone_carving': 0.9, 'sculpture': 0.8}","{'video': 0.8, 'image': 0.8}","{'u236': 0.7, 'u240': 0.8}","{'sculpture': 0.8, 'stone_carving': 0.9}","""Carving intricate Ganesha from sandstone block""",5/22/2025 9:30,198.0,44.0,32.0,43.9,"['carving', 'ganesha', 'stone']",video,420.0,"(20.7515,78.4772)",0.86,0.02,0.12,0.83
p139,u239,"(14.6833,77.6)","['u237', 'u241']","{'puppet_making': 0.8, 'shadow_puppets': 0.9}","{'image': 0.8, 'video': 0.8}","{'u237': 0.8, 'u241': 0.7}","{'shadow_puppets': 0.9, 'puppet_making': 0.8}","""Traditional leather shadow puppets creation""",5/24/2025 14:50,123.0,28.0,17.0,36.1,"['puppets', 'shadow', 'leather']",image,270.0,"(14.6833,77.6)",0.81,0.03,0.16,0.77
p140,u240,"(22.5726,88.3639)","['u238', 'u242']","{'fish_curry': 0.8, 'bengali_cuisine': 0.9}","{'video': 0.8, 'image': 0.8}","{'u238': 0.8, 'u242': 0.8}","{'bengali_cuisine': 0.9, 'fish_curry': 0.8}","""Authentic Bengali fish curry with mustard oil""",5/23/2025 13:40,213.0,48.0,36.0,26.7,"['fish', 'curry', 'bengali']",video,220.0,"(22.5726,88.3639)",0.92,0.01,0.07,0.9
p141,u241,"(28.5355,77.3910)","['u239', 'u243']","{'miniature_painting': 0.9, 'rajasthani_art': 0.8}","{'image': 0.9, 'video': 0.6}","{'u239': 0.9, 'u243': 0.6}","{'rajasthani_art': 0.8, 'miniature_painting': 0.9}","""Detailed Mughal miniature painting technique""",5/25/2025 16:20,164.0,36.0,25.0,44.2,"['miniature', 'mughal', 'painting']",image,340.0,"(28.5355,77.3910)",0.87,0.02,0.11,0.84
p142,u242,"(13.7563,79.4192)","['u240', 'u244']","{'classical_dance': 0.8, 'bharatanatyam': 0.9}","{'video': 0.9, 'audio': 0.7}","{'u240': 0.7, 'u244': 0.8}","{'bharatanatyam': 0.9, 'classical_dance': 0.8}","""Bharatanatyam dance expressions and mudras""",5/22/2025 18:15,176.0,39.0,27.0,51.3,"['bharatanatyam', 'dance', 'mudras']",video,520.0,"(13.7563,79.4192)",0.89,0.01,0.1,0.87
p143,u243,"(17.3850,78.4867)","['u241', 'u245']","{'metal_crafting': 0.9, 'brass_work': 0.8}","{'video': 0.7, 'image': 0.8}","{'u241': 0.8, 'u245': 0.7}","{'brass_work': 0.8, 'metal_crafting': 0.9}","""Hammering brass vessel with traditional tools""",5/24/2025 11:05,147.0,34.0,22.0,40.6,"['brass', 'hammering', 'vessel']",video,390.0,"(17.3850,78.4867)",0.84,0.03,0.13,0.8
p144,u244,"(21.1702,81.6337)","['u242', 'u246']","{'rice_art': 0.8, 'kolam_design': 0.9}","{'image': 0.8, 'video': 0.7}","{'u242': 0.9, 'u246': 0.6}","{'kolam_design': 0.9, 'rice_art': 0.8}","""Intricate kolam pattern with colored rice""",5/23/2025 6:20,135.0,30.0,19.0,29.4,"['kolam', 'rice', 'pattern']",image,210.0,"(21.1702,81.6337)",0.9,0.01,0.09,0.88
p145,u245,"(26.4499,80.3319)","['u243', 'u247']","{'henna_art': 0.9, 'mehendi': 0.8}","{'image': 0.8, 'video': 0.7}","{'u243': 0.8, 'u247': 0.8}","{'mehendi': 0.8, 'henna_art': 0.9}","""Bridal mehendi design with floral patterns""",5/25/2025 10:30,189.0,42.0,30.0,32.8,"['henna', 'mehendi', 'bridal']",image,240.0,"(26.4499,80.3319)",0.91,0.01,0.08,0.89
p146,u246,"(15.8173,74.4977)","['u244', 'u248']","{'coconut_carving': 0.8, 'shell_art': 0.9}","{'video': 0.8, 'image': 0.8}","{'u244': 0.7, 'u248': 0.8}","{'shell_art': 0.9, 'coconut_carving': 0.8}","""Carved coconut shell into decorative bowl""",5/22/2025 15:45,118.0,26.0,16.0,34.7,"['coconut', 'carving', 'shell']",video,310.0,"(15.8173,74.4977)",0.83,0.03,0.14,0.79
p147,u247,"(23.2599,77.4126)","['u245', 'u249']","{'kite_flying': 0.8, 'festival_sports': 0.9}","{'video': 0.9, 'image': 0.7}","{'u245': 0.8, 'u249': 0.7}","{'festival_sports': 0.9, 'kite_flying': 0.8}","""Competitive kite flying during Makar Sankranti""",5/24/2025 17:30,201.0,45.0,33.0,22.1,"['kite', 'festival', 'competition']",video,190.0,"(23.2599,77.4126)",0.88,0.02,0.1,0.85
p148,u248,"(18.5693,73.9139)","['u246', 'u250']","{'street_photography': 0.9, 'urban_life': 0.8}","{'image': 0.9, 'video': 0.6}","{'u246': 0.8, 'u250': 0.8}","{'urban_life': 0.8, 'street_photography': 0.9}","""Candid moments from Mumbai's bustling streets""",5/23/2025 8:50,224.0,51.0,38.0,25.6,"['street', 'mumbai', 'urban']",image,180.0,"(18.5693,73.9139)",0.86,0.02,0.12,0.83
p149,u249,"(11.0168,76.9558)","['u247', 'u251']","{'ayurvedic_herbs': 0.8, 'natural_medicine': 0.9}","{'image': 0.8, 'video': 0.7}","{'u247': 0.7, 'u251': 0.8}","{'natural_medicine': 0.9, 'ayurvedic_herbs': 0.8}","""Fresh turmeric and ginger harvesting process""",5/25/2025 11:40,152.0,33.0,21.0,38.4,"['ayurveda', 'turmeric', 'herbs']",image,260.0,"(11.0168,76.9558)",0.85,0.02,0.13,0.82
p150,u250,"(19.2183,72.9781)","['u248', 'u252']","{'jewelry_making': 0.9, 'silver_work': 0.8}","{'video': 0.7, 'image': 0.8}","{'u248': 0.9, 'u252': 0.7}","{'silver_work': 0.8, 'jewelry_making': 0.9}","""Handcrafted silver earrings with traditional motifs""",5/22/2025 12:25,166.0,37.0,25.0,35.9,"['jewelry', 'silver', 'handcrafted']",video,340.0,"(19.2183,72.9781)",0.87,0.02,0.11,0.84
p151,u251,"(24.6308,93.9368)","['u249', 'u253']","{'bamboo_flute': 0.8, 'traditional_music': 0.9}","{'audio': 0.9, 'video': 0.7}","{'u249': 0.8, 'u253': 0.7}","{'traditional_music': 0.9, 'bamboo_flute': 0.8}","""Melodious tunes on handmade bamboo flute""",5/24/2025 19:55,139.0,31.0,18.0,56.7,"['flute', 'bamboo', 'music']",audio,610.0,"(24.6308,93.9368)",0.88,0.01,0.11,0.86
p152,u252,"(16.9891,82.2475)","['u250', 'u254']","{'palm_leaf_art': 0.9, 'traditional_writing': 0.8}","{'image': 0.8, 'video': 0.7}","{'u250': 0.8, 'u254': 0.7}","{'traditional_writing': 0.8, 'palm_leaf_art': 0.9}","""Ancient Sanskrit verses on palm leaf manuscript""",5/23/2025 14:10,127.0,29.0,17.0,47.2,"['palmleaf', 'sanskrit', 'manuscript']",image,350.0,"(16.9891,82.2475)",0.82,0.03,0.15,0.78
p153,u253,"(27.0238,88.2636)","['u251', 'u255']","{'monastery_life': 0.8, 'buddhist_culture': 0.9}","{'image': 0.8, 'video': 0.8}","{'u251': 0.7, 'u255': 0.8}","{'buddhist_culture': 0.9, 'monastery_life': 0.8}","""Morning prayers at Himalayan monastery""",5/25/2025 5:30,184.0,41.0,28.0,43.6,"['monastery', 'buddhist', 'prayers']",image,320.0,"(27.0238,88.2636)",0.89,0.01,0.1,0.87
p154,u254,"(12.9716,77.5946)","['u252', 'u256']","{'flower_garland': 0.8, 'temple_decoration': 0.9}","{'image': 0.9, 'video': 0.6}","{'u252': 0.9, 'u256': 0.6}","{'temple_decoration': 0.9, 'flower_garland': 0.8}","""Fresh jasmine garlands for temple offering""",5/22/2025 7:20,143.0,32.0,20.0,27.8,"['flowers', 'jasmine', 'temple']",image,190.0,"(12.9716,77.5946)",0.93,0.01,0.06,0.91
p155,u255,"(20.9517,77.7500)","['u253', 'u227']","{'block_printing': 0.9, 'textile_design': 0.8}","{'video': 0.8, 'image': 0.8}","{'u253': 0.8, 'u227': 0.7}","{'textile_design': 0.8, 'block_printing': 0.9}","""Hand block printing on cotton fabric""",5/24/2025 13:45,158.0,35.0,23.0,37.5,"['printing', 'block', 'textile']",video,360.0,"(20.9517,77.7500)",0.84,0.02,0.14,0.81
p126,u226,"(12.2958,76.6394)","['u224', 'u228']","{'coffee_roasting': 0.9, 'barista_skills': 0.8}","{'video': 0.8, 'image': 0.8}","{'u224': 0.8, 'u228': 0.7}","{'barista_skills': 0.8, 'coffee_roasting': 0.9}","""Single origin Ethiopian beans roasting process""",5/24/2025 7:45,178.0,41.0,27.0,32.4,"['coffee', 'roasting', 'ethiopian']",video,290.0,"(12.2958,76.6394)",0.86,0.02,0.12,0.83
p127,u227,"(30.3165,78.0322)","['u225', 'u229']","{'mountain_hiking': 0.8, 'trekking': 0.9}","{'image': 0.9, 'video': 0.7}","{'u225': 0.9, 'u229': 0.6}","{'trekking': 0.9, 'mountain_hiking': 0.8}","""Sunrise trek to Valley of Flowers peak""",5/23/2025 5:30,256.0,54.0,41.0,28.9,"['trek', 'flowers', 'sunrise']",image,220.0,"(30.3165,78.0322)",0.92,0.01,0.07,0.9
p128,u228,"(23.0225,72.5714)","['u226', 'u230']","{'kite_making': 0.9, 'traditional_crafts': 0.8}","{'video': 0.7, 'image': 0.8}","{'u226': 0.7, 'u230': 0.8}","{'traditional_crafts': 0.8, 'kite_making': 0.9}","""Handmade patang kite with intricate designs""",5/25/2025 14:20,134.0,29.0,20.0,35.7,"['kite', 'patang', 'traditional']",image,260.0,"(23.0225,72.5714)",0.88,0.02,0.1,0.85
p129,u229,"(15.8281,74.4978)","['u227', 'u231']","{'spice_grinding': 0.8, 'traditional_cooking': 0.9}","{'video': 0.8, 'image': 0.7}","{'u227': 0.8, 'u231': 0.7}","{'traditional_cooking': 0.9, 'spice_grinding': 0.8}","""Stone grinding fresh garam masala blend""",5/22/2025 9:15,167.0,37.0,24.0,38.6,"['spices', 'masala', 'grinding']",video,340.0,"(15.8281,74.4978)",0.84,0.03,0.13,0.8
p130,u230,"(18.1124,83.3811)","['u228', 'u232']","{'tribal_art': 0.9, 'warli_painting': 0.8}","{'image': 0.8, 'video': 0.7}","{'u228': 0.9, 'u232': 0.6}","{'warli_painting': 0.8, 'tribal_art': 0.9}","""Traditional Warli painting on mud wall""",5/24/2025 16:40,145.0,32.0,21.0,41.2,"['warli', 'tribal', 'painting']",image,380.0,"(18.1124,83.3811)",0.85,0.02,0.13,0.82
p131,u231,"(24.5854,73.7125)","['u229', 'u233']","{'desert_photography': 0.8, 'landscape': 0.9}","{'image': 0.9, 'video': 0.6}","{'u229': 0.7, 'u233': 0.8}","{'landscape': 0.9, 'desert_photography': 0.8}","""Golden hour sand dunes of Thar desert""",5/23/2025 18:10,203.0,46.0,33.0,25.8,"['desert', 'dunes', 'golden']",image,190.0,"(24.5854,73.7125)",0.91,0.01,0.08,0.89
p132,u232,"(27.0238,77.3915)","['u230', 'u234']","{'chess': 0.9, 'strategy_games': 0.8}","{'video': 0.8, 'text': 0.7}","{'u230': 0.8, 'u234': 0.7}","{'strategy_games': 0.8, 'chess': 0.9}","""Analyzing Sicilian Defense opening variations""",5/25/2025 19:25,89.0,21.0,13.0,52.7,"['chess', 'sicilian', 'strategy']",video,480.0,"(27.0238,77.3915)",0.79,0.04,0.17,0.74
p133,u233,"(11.0168,76.9558)","['u231', 'u235']","{'puppet_making': 0.8, 'kathputli': 0.9}","{'video': 0.7, 'image': 0.8}","{'u231': 0.8, 'u235': 0.7}","{'kathputli': 0.9, 'puppet_making': 0.8}","""Crafting Rajasthani Kathputli puppet head""",5/22/2025 13:50,126.0,28.0,18.0,37.4,"['puppet', 'kathputli', 'rajasthani']",video,320.0,"(11.0168,76.9558)",0.83,0.03,0.14,0.79
p134,u234,"(19.9975,73.7898)","['u232', 'u236']","{'monsoon_photography': 0.9, 'weather': 0.8}","{'image': 0.8, 'video': 0.8}","{'u232': 0.7, 'u236': 0.8}","{'weather': 0.8, 'monsoon_photography': 0.9}","""Dramatic monsoon clouds over Western Ghats""",5/24/2025 15:15,187.0,42.0,29.0,24.6,"['monsoon', 'clouds', 'ghats']",image,180.0,"(19.9975,73.7898)",0.87,0.02,0.11,0.84
p135,u235,"(26.4499,80.3319)","['u233', 'u237']","{'classical_dance': 0.8, 'bharatanatyam': 0.9}","{'video': 0.9, 'image': 0.7}","{'u233': 0.9, 'u237': 0.6}","{'bharatanatyam': 0.9, 'classical_dance': 0.8}","""Bharatanatyam mudras and their meanings""",5/23/2025 17:30,164.0,35.0,23.0,44.3,"['dance', 'bharatanatyam', 'mudras']",video,410.0,"(26.4499,80.3319)",0.88,0.01,0.11,0.86
p136,u236,"(13.3409,74.7421)","['u234', 'u238']","{'coconut_carving': 0.9, 'coastal_crafts': 0.8}","{'image': 0.8, 'video': 0.7}","{'u234': 0.8, 'u238': 0.7}","{'coastal_crafts': 0.8, 'coconut_carving': 0.9}","""Intricate coconut shell lamp carving""",5/25/2025 11:45,142.0,31.0,19.0,33.8,"['coconut', 'carving', 'lamp']",image,250.0,"(13.3409,74.7421)",0.86,0.02,0.12,0.83
p137,u237,"(20.5937,78.9629)","['u235', 'u239']","{'street_art': 0.8, 'murals': 0.9}","{'image': 0.9, 'video': 0.7}","{'u235': 0.7, 'u239': 0.8}","{'murals': 0.9, 'street_art': 0.8}","""Colorful mural depicting local folklore""",5/22/2025 12:20,198.0,44.0,31.0,26.7,"['mural', 'folklore', 'street']",image,200.0,"(20.5937,78.9629)",0.9,0.01,0.09,0.88
p138,u238,"(16.7050,74.2433)","['u236', 'u240']","{'pickle_making': 0.8, 'fermentation': 0.9}","{'video': 0.7, 'image': 0.8}","{'u236': 0.8, 'u240': 0.6}","{'fermentation': 0.9, 'pickle_making': 0.8}","""Traditional mango pickle fermentation process""",5/24/2025 10:10,156.0,34.0,22.0,36.9,"['pickle', 'mango', 'fermentation']",video,330.0,"(16.7050,74.2433)",0.81,0.03,0.16,0.77
p139,u239,"(25.5941,85.1376)","['u237', 'u241']","{'madhubani': 0.9, 'folk_art': 0.8}","{'image': 0.8, 'video': 0.7}","{'u237': 0.9, 'u241': 0.7}","{'folk_art': 0.8, 'madhubani': 0.9}","""Madhubani painting on handmade paper""",5/23/2025 14:55,173.0,38.0,26.0,39.1,"['madhubani', 'folk', 'painting']",image,300.0,"(25.5941,85.1376)",0.89,0.01,0.1,0.87
p140,u240,"(28.2380,83.9956)","['u238', 'u242']","{'honey_harvesting': 0.8, 'beekeeping': 0.9}","{'video': 0.8, 'image': 0.7}","{'u238': 0.7, 'u242': 0.8}","{'beekeeping': 0.9, 'honey_harvesting': 0.8}","""Traditional cliff honey collection method""",5/25/2025 8:40,189.0,43.0,30.0,42.5,"['honey', 'cliff', 'traditional']",video,390.0,"(28.2380,83.9956)",0.84,0.03,0.13,0.8
p141,u241,"(14.6833,75.9044)","['u239', 'u243']","{'backwater_fishing': 0.9, 'traditional_boats': 0.8}","{'video': 0.8, 'image': 0.8}","{'u239': 0.8, 'u243': 0.7}","{'traditional_boats': 0.8, 'backwater_fishing': 0.9}","""Casting nets from traditional Kerala boat""",5/22/2025 6:25,167.0,36.0,24.0,34.2,"['fishing', 'kerala', 'backwater']",video,280.0,"(14.6833,75.9044)",0.85,0.02,0.13,0.82
p142,u242,"(22.9734,88.4636)","['u240', 'u244']","{'jute_crafts': 0.8, 'sustainable_art': 0.9}","{'image': 0.8, 'video': 0.7}","{'u240': 0.8, 'u244': 0.7}","{'sustainable_art': 0.9, 'jute_crafts': 0.8}","""Eco-friendly jute bag weaving technique""",5/24/2025 13:30,134.0,29.0,19.0,35.6,"['jute', 'sustainable', 'weaving']",image,270.0,"(22.9734,88.4636)",0.87,0.02,0.11,0.84
p143,u243,"(17.3850,78.4867)","['u241', 'u245']","{'rock_painting': 0.9, 'prehistoric_art': 0.8}","{'image': 0.9, 'video': 0.6}","{'u241': 0.7, 'u245': 0.8}","{'prehistoric_art': 0.8, 'rock_painting': 0.9}","""Ancient cave paintings restoration work""",5/23/2025 11:00,145.0,32.0,21.0,47.8,"['cave', 'prehistoric', 'restoration']",image,430.0,"(17.3850,78.4867)",0.82,0.03,0.15,0.78
p144,u244,"(31.1048,77.1734)","['u242', 'u246']","{'apple_farming': 0.8, 'organic_cultivation': 0.9}","{'video': 0.7, 'image': 0.8}","{'u242': 0.8, 'u246': 0.6}","{'organic_cultivation': 0.9, 'apple_farming': 0.8}","""Organic apple orchard in Himachal hills""",5/25/2025 12:15,178.0,40.0,28.0,31.7,"['apple', 'organic', 'himachal']",video,290.0,"(31.1048,77.1734)",0.88,0.01,0.11,0.86
p145,u245,"(9.9312,76.2673)","['u243', 'u247']","{'boat_building': 0.9, 'traditional_carpentry': 0.8}","{'video': 0.8, 'image': 0.7}","{'u243': 0.8, 'u247': 0.7}","{'traditional_carpentry': 0.8, 'boat_building': 0.9}","""Crafting traditional Kerala houseboat frame""",5/22/2025 15:40,156.0,34.0,22.0,38.9,"['boat', 'kerala', 'carpentry']",video,350.0,"(9.9312,76.2673)",0.83,0.03,0.14,0.79
p146,u246,"(18.9388,72.8354)","['u244', 'u248']","{'dabbawala': 0.8, 'mumbai_culture': 0.9}","{'video': 0.8, 'image': 0.7}","{'u244': 0.7, 'u248': 0.8}","{'mumbai_culture': 0.9, 'dabbawala': 0.8}","""Day in life of Mumbai's dabbawala system""",5/24/2025 12:45,203.0,47.0,34.0,27.3,"['dabbawala', 'mumbai', 'culture']",video,210.0,"(18.9388,72.8354)",0.91,0.01,0.08,0.89
p147,u247,"(21.1702,72.8311)","['u245', 'u249']","{'salt_farming': 0.9, 'traditional_methods': 0.8}","{'image': 0.9, 'video': 0.7}","{'u245': 0.8, 'u249': 0.7}","{'traditional_methods': 0.8, 'salt_farming': 0.9}","""White salt fields of Kutch desert""",5/23/2025 16:20,187.0,41.0,28.0,23.4,"['salt', 'kutch', 'farming']",image,170.0,"(21.1702,72.8311)",0.86,0.02,0.12,0.83
p148,u248,"(26.9260,70.9044)","['u246', 'u250']","{'camel_riding': 0.8, 'desert_tourism': 0.9}","{'video': 0.8, 'image': 0.8}","{'u246': 0.8, 'u250': 0.6}","{'desert_tourism': 0.9, 'camel_riding': 0.8}","""Camel safari through Rajasthan dunes""",5/25/2025 17:55,234.0,52.0,37.0,22.1,"['camel', 'safari', 'rajasthan']",video,160.0,"(26.9260,70.9044)",0.92,0.01,0.07,0.9
p149,u249,"(12.9716,77.5946)","['u247', 'u251']","{'silk_weaving': 0.9, 'mulberry_silk': 0.8}","{'video': 0.7, 'image': 0.8}","{'u247': 0.9, 'u249': 0.7}","{'mulberry_silk': 0.8, 'silk_weaving': 0.9}","""Mysore silk saree weaving on handloom""",5/22/2025 10:30,167.0,37.0,25.0,41.6,"['silk', 'mysore', 'weaving']",video,380.0,"(12.9716,77.5946)",0.88,0.01,0.11,0.86
p150,u250,"(23.2599,77.4126)","['u248', 'u252']","{'tribal_music': 0.8, 'folk_instruments': 0.9}","{'audio': 0.9, 'video': 0.7}","{'u248': 0.7, 'u252': 0.8}","{'folk_instruments': 0.9, 'tribal_music': 0.8}","""Gond tribe traditional flute melodies""",5/24/2025 19:10,145.0,33.0,21.0,54.2,"['tribal', 'flute', 'gond']",audio,520.0,"(23.2599,77.4126)",0.84,0.02,0.14,0.81
p151,u251,"(15.2993,74.1240)","['u249', 'u253']","{'cashew_processing': 0.8, 'food_industry': 0.9}","{'video': 0.8, 'image': 0.7}","{'u249': 0.8, 'u253': 0.6}","{'food_industry': 0.9, 'cashew_processing': 0.8}","""Traditional cashew nut processing method""",5/23/2025 9:45,156.0,35.0,23.0,33.7,"['cashew', 'processing', 'traditional']",video,310.0,"(15.2993,74.1240)",0.82,0.03,0.15,0.78
p152,u252,"(19.8762,75.3433)","['u250', 'u254']","{'cave_exploration': 0.9, 'speleology': 0.8}","{'video': 0.8, 'image': 0.8}","{'u250': 0.8, 'u254': 0.7}","{'speleology': 0.8, 'cave_exploration': 0.9}","""Exploring Ajanta caves archaeological site""",5/25/2025 14:00,198.0,45.0,32.0,29.8,"['caves', 'ajanta', 'exploration']",video,220.0,"(19.8762,75.3433)",0.87,0.02,0.11,0.84
p153,u253,"(8.5241,76.9366)","['u251', 'u255']","{'ayurveda': 0.8, 'herbal_medicine': 0.9}","{'image': 0.8, 'video': 0.7}","{'u251': 0.9, 'u255': 0.7}","{'herbal_medicine': 0.9, 'ayurveda': 0.8}","""Preparing traditional Ayurvedic oil blend""",5/22/2025 11:50,134.0,30.0,19.0,44.1,"['ayurveda', 'herbal', 'medicine']",image,400.0,"(8.5241,76.9366)",0.85,0.02,0.13,0.82
p154,u254,"(24.6408,93.9063)","['u252', 'u256']","{'tribal_textiles': 0.9, 'handloom': 0.8}","{'image': 0.8, 'video': 0.7}","{'u252': 0.8, 'u256': 0.7}","{'handloom': 0.8, 'tribal_textiles': 0.9}","""Mizo traditional textile pattern weaving""",5/24/2025 8:25,123.0,27.0,17.0,37.5,"['textile', 'mizo', 'traditional']",image,320.0,"(24.6408,93.9063)",0.86,0.02,0.12,0.83
p155,u255,"(27.4728,89.6390)","['u253', 'u226']","{'organic_tea': 0.8, 'tea_cultivation': 0.9}","{'video': 0.7, 'image': 0.8}","{'u253': 0.8, 'u226': 0.7}","{'tea_cultivation': 0.9, 'organic_tea': 0.8}","""Darjeeling tea garden morning harvest""",5/23/2025 6:15,189.0,42.0,29.0,35.3,"['tea', 'darjeeling', 'organic']",video,300.0,"(27.4728,89.6390)",0.9,0.01,0.09,0.88
p126,u226,"(12.2958,76.6394)","['u224', 'u228']","{'glass_blowing': 0.9, 'art_glass': 0.8}","{'video': 0.8, 'image': 0.8}","{'u224': 0.8, 'u228': 0.7}","{'art_glass': 0.8, 'glass_blowing': 0.9}","""Creating hand-blown glass vase with flame technique""",5/24/2025 14:30,168.0,36.0,24.0,42.1,"['glass', 'blowing', 'vase']",video,380.0,"(12.2958,76.6394)",0.85,0.02,0.13,0.82
p127,u227,"(30.7333,76.7794)","['u225', 'u229']","{'leather_crafting': 0.8, 'bookbinding': 0.9}","{'image': 0.8, 'video': 0.7}","{'u225': 0.9, 'u229': 0.6}","{'bookbinding': 0.9, 'leather_crafting': 0.8}","""Hand-stitched leather journal with brass clasps""",5/23/2025 16:45,153.0,31.0,21.0,35.7,"['leather', 'journal', 'bookbinding']",image,290.0,"(30.7333,76.7794)",0.88,0.01,0.11,0.86
p128,u228,"(19.2183,72.9781)","['u226', 'u230']","{'street_art': 0.9, 'murals': 0.8}","{'image': 0.9, 'video': 0.7}","{'u226': 0.7, 'u230': 0.8}","{'murals': 0.8, 'street_art': 0.9}","""Completing 20-foot wall mural in neighborhood""",5/25/2025 13:20,287.0,61.0,43.0,19.8,"['mural', 'street', 'art']",image,150.0,"(19.2183,72.9781)",0.91,0.01,0.08,0.89
p129,u229,"(15.8281,74.4976)","['u227', 'u231']","{'spice_blending': 0.8, 'ayurveda': 0.9}","{'image': 0.7, 'text': 0.8}","{'u227': 0.8, 'u231': 0.7}","{'ayurveda': 0.9, 'spice_blending': 0.8}","""Traditional garam masala blend with healing properties""",5/22/2025 10:25,134.0,29.0,18.0,38.4,"['spices', 'ayurveda', 'masala']",image,320.0,"(15.8281,74.4976)",0.83,0.03,0.14,0.79
